day,segment,co_level_offline_ppm,position_split,day_split,split
20161014_184659,80,11.11,train,test,excluded_cross_cell
20161014_184659,81,6.67,train,test,excluded_cross_cell
20161014_184659,82,8.89,train,test,excluded_cross_cell
20161014_184659,83,13.33,train,test,excluded_cross_cell
20161014_184659,84,13.33,train,test,excluded_cross_cell
20161014_184659,85,15.56,train,test,excluded_cross_cell
20161014_184659,86,8.89,validation,test,excluded_cross_cell
20161014_184659,87,6.67,validation,test,excluded_cross_cell
20161014_184659,88,2.22,test,test,test
20161014_184659,89,0.0,test,test,test
20161014_184659,90,4.44,test,test,test
20161014_184659,91,0.0,validation,test,excluded_cross_cell
20161014_184659,92,20.0,train,test,excluded_cross_cell
20161014_184659,93,20.0,train,test,excluded_cross_cell
20161014_184659,94,20.0,test,test,test
20161014_184659,95,17.78,train,test,excluded_cross_cell
20161014_184659,96,17.78,train,test,excluded_cross_cell
20161014_184659,97,13.33,train,test,excluded_cross_cell
20161014_184659,98,17.78,validation,test,excluded_cross_cell
20161014_184659,99,2.22,train,test,excluded_cross_cell
20161016_053656,0,20.0,train,test,excluded_cross_cell
20161016_053656,1,15.56,train,test,excluded_cross_cell
20161016_053656,2,20.0,test,test,test
20161016_053656,3,4.44,train,test,excluded_cross_cell
20161016_053656,4,15.56,test,test,test
20161016_053656,5,6.67,train,test,excluded_cross_cell
20161016_053656,6,2.22,train,test,excluded_cross_cell
20161016_053656,7,11.11,train,test,excluded_cross_cell
20161016_053656,8,2.22,train,test,excluded_cross_cell
20161016_053656,9,13.33,validation,test,excluded_cross_cell
20161016_053656,10,4.44,train,test,excluded_cross_cell
20161016_053656,11,6.67,test,test,test
20161016_053656,12,0.0,validation,test,excluded_cross_cell
20161016_053656,13,15.56,train,test,excluded_cross_cell
20161016_053656,14,8.89,train,test,excluded_cross_cell
20161016_053656,15,15.56,train,test,excluded_cross_cell
20161016_053656,16,13.33,train,test,excluded_cross_cell
20161016_053656,17,15.56,train,test,excluded_cross_cell
20161016_053656,18,8.89,validation,test,excluded_cross_cell
20161016_053656,19,11.11,train,test,excluded_cross_cell
20161016_053656,20,0.0,train,test,excluded_cross_cell
20161016_053656,21,15.56,validation,test,excluded_cross_cell
20161016_053656,22,17.78,train,test,excluded_cross_cell
20161016_053656,23,11.11,train,test,excluded_cross_cell
20161016_053656,24,0.0,train,test,excluded_cross_cell
20161016_053656,25,11.11,validation,test,excluded_cross_cell
20161016_053656,26,13.33,train,test,excluded_cross_cell
20161016_053656,27,15.56,train,test,excluded_cross_cell
20161016_053656,28,17.78,train,test,excluded_cross_cell
20161016_053656,29,2.22,validation,test,excluded_cross_cell
20161016_053656,30,2.22,train,test,excluded_cross_cell
20161016_053656,31,8.89,test,test,test
20161016_053656,32,8.89,test,test,test
20161016_053656,33,0.0,train,test,excluded_cross_cell
20161016_053656,34,17.78,train,test,excluded_cross_cell
20161016_053656,35,4.44,train,test,excluded_cross_cell
20161016_053656,36,11.11,train,test,excluded_cross_cell
20161016_053656,37,11.11,train,test,excluded_cross_cell
20161016_053656,38,17.78,test,test,test
20161016_053656,39,4.44,validation,test,excluded_cross_cell
20161016_053656,40,13.33,test,test,test
20161016_053656,41,17.78,train,test,excluded_cross_cell
20161016_053656,42,11.11,test,test,test
20161016_053656,43,2.22,validation,test,excluded_cross_cell
20161016_053656,44,13.33,validation,test,excluded_cross_cell
20161016_053656,45,2.22,train,test,excluded_cross_cell
20161016_053656,46,15.56,test,test,test
20161016_053656,47,11.11,test,test,test
20161016_053656,48,20.0,train,test,excluded_cross_cell
20161016_053656,49,20.0,train,test,excluded_cross_cell
20161016_053656,50,2.22,test,test,test
20161016_053656,51,20.0,validation,test,excluded_cross_cell
20161016_053656,52,6.67,train,test,excluded_cross_cell
20161016_053656,53,17.78,validation,test,excluded_cross_cell
20161016_053656,54,17.78,test,test,test
20161016_053656,55,0.0,train,test,excluded_cross_cell
20161016_053656,56,13.33,test,test,test
20161016_053656,57,6.67,test,test,test
20161016_053656,58,20.0,train,test,excluded_cross_cell
20161016_053656,59,0.0,train,test,excluded_cross_cell
20161016_053656,60,8.89,train,test,excluded_cross_cell
20161016_053656,61,4.44,train,test,excluded_cross_cell
20161016_053656,62,13.33,train,test,excluded_cross_cell
20161016_053656,63,2.22,train,test,excluded_cross_cell
20161016_053656,64,20.0,validation,test,excluded_cross_cell
20161016_053656,65,6.67,train,test,excluded_cross_cell
20161016_053656,66,15.56,validation,test,excluded_cross_cell
20161016_053656,67,4.44,validation,test,excluded_cross_cell
20161016_053656,68,0.0,train,test,excluded_cross_cell
20161016_053656,69,8.89,train,test,excluded_cross_cell
20161016_053656,70,6.67,train,test,excluded_cross_cell
20161016_053656,71,6.67,validation,test,excluded_cross_cell
20161016_053656,72,4.44,test,test,test
20161016_053656,73,8.89,train,test,excluded_cross_cell
20161016_053656,74,0.0,test,test,test
20161016_053656,75,4.44,train,test,excluded_cross_cell
20161016_053656,76,8.89,train,test,excluded_cross_cell
20161016_053656,77,11.11,validation,test,excluded_cross_cell
20161016_053656,78,6.67,train,test,excluded_cross_cell
20161016_053656,79,4.44,train,test,excluded_cross_cell
20161016_053656,80,11.11,train,test,excluded_cross_cell
20161016_053656,81,6.67,train,test,excluded_cross_cell
20161016_053656,82,8.89,train,test,excluded_cross_cell
20161016_053656,83,13.33,train,test,excluded_cross_cell
20161016_053656,84,13.33,train,test,excluded_cross_cell
20161016_053656,85,15.56,train,test,excluded_cross_cell
20161016_053656,86,8.89,validation,test,excluded_cross_cell
20161016_053656,87,6.67,validation,test,excluded_cross_cell
20161016_053656,88,2.22,test,test,test
20161016_053656,89,0.0,test,test,test
20161016_053656,90,4.44,test,test,test
20161016_053656,91,0.0,validation,test,excluded_cross_cell
20161016_053656,92,20.0,train,test,excluded_cross_cell
20161016_053656,93,20.0,train,test,excluded_cross_cell
20161016_053656,94,20.0,test,test,test
20161016_053656,95,17.78,train,test,excluded_cross_cell
20161016_053656,96,17.78,train,test,excluded_cross_cell
20161016_053656,97,13.33,train,test,excluded_cross_cell
20161016_053656,98,17.78,validation,test,excluded_cross_cell
20161016_053656,99,2.22,train,test,excluded_cross_cell
