day,segment,source_kind,last_300_s_samples,co_reference_ppm,co_min_ppm,co_max_ppm,humidity_pct,temperature_c,heater_high_fraction,heater_high_n,heater_low_n,r1_high_mohm,r1_low_mohm,r8_high_mohm,r8_low_mohm
20161004_104124,68,UCI487_laboratory,971,0.0,0.0,0.0,51.22,22.38,0.23069001029866118,224,747,0.08929999999999999,17.9754,0.1176,75.335
20161004_104124,69,UCI487_laboratory,980,8.89,8.89,8.89,44.59,22.3,0.22959183673469388,225,755,0.0893,13.7421,0.1042,43.5025
20161004_104124,70,UCI487_laboratory,972,6.67,6.67,6.67,60.14,22.34,0.23045267489711935,224,748,0.0896,12.38065,0.1065,51.9752
20161004_104124,71,UCI487_laboratory,978,6.67,6.67,6.67,48.16,22.22,0.22903885480572597,224,754,0.08940000000000001,9.9587,0.106,49.415
20161004_104124,72,UCI487_laboratory,973,4.44,4.44,4.44,32.53,22.14,0.2312435765673176,225,748,0.0897,14.33995,0.1086,59.2824
20161004_104124,73,UCI487_laboratory,971,8.89,8.89,8.89,50.69,22.18,0.2286302780638517,222,749,0.09,15.3964,0.1047,46.2986
20161004_104124,74,UCI487_laboratory,978,0.0,0.0,0.0,67.37,22.22,0.22903885480572597,224,754,0.08925,12.68355,0.1174,67.1654
20161004_104124,75,UCI487_laboratory,984,4.44,4.44,4.44,38.87,22.1,0.2306910569105691,227,757,0.0892,10.0658,0.1083,55.22
20161004_104124,76,UCI487_laboratory,975,8.89,8.89,8.89,50.17,22.1072,0.22974358974358974,224,751,0.0892,10.4602,0.10439999999999999,44.4719
20161004_104124,77,UCI487_laboratory,970,11.11,11.11,11.11,33.59,22.0599,0.2309278350515464,224,746,0.08954999999999999,11.97815,0.1032,39.4289
20161004_104124,78,UCI487_laboratory,977,6.67,6.67,6.67,35.7,21.98,0.2323439099283521,227,750,0.09,21.346400000000003,0.1062,51.6712
20161004_104124,79,UCI487_laboratory,974,4.44,4.44,4.44,30.91,21.94,0.23203285420944558,226,748,0.09054999999999999,31.7242,0.1088,61.0769
20161004_104124,80,UCI487_laboratory,971,11.11,11.11,11.11,63.49,21.98,0.22966014418125644,223,748,0.0905,22.1453,0.1032,39.0413
20161004_104124,81,UCI487_laboratory,977,6.67,6.67,6.67,49.65,21.9,0.2292732855680655,224,753,0.08975,15.3964,0.1065,51.311
20161004_104124,82,UCI487_laboratory,975,8.89,8.89,8.89,30.38,21.9,0.2317948717948718,226,749,0.09029999999999999,17.4348,0.1051,46.2986
20161004_104124,83,UCI487_laboratory,980,13.33,13.33,13.33,28.23,21.9,0.23061224489795917,226,754,0.0905,26.678600000000003,0.1027,33.7179
20161004_104124,84,UCI487_laboratory,973,13.33,13.33,13.33,38.85,21.94,0.23227132579650564,226,747,0.0912,34.0744,0.1026,34.0087
20161004_104124,85,UCI487_laboratory,978,15.56,15.56,15.56,37.28,21.98,0.2310838445807771,226,752,0.09095,31.144399999999997,0.102,28.4496
20161004_104124,86,UCI487_laboratory,983,8.89,8.89,8.89,30.93,22.1,0.23092573753814852,227,756,0.091,40.127,0.1055,46.0081
20161004_104124,87,UCI487_laboratory,974,6.67,6.67,6.67,44.58,22.22,0.23203285420944558,226,748,0.0911,39.6573,0.1072,54.8097
20161004_104124,88,UCI487_laboratory,972,2.22,2.22,2.22,27.18,22.34,0.23251028806584362,226,746,0.09090000000000001,42.4974,0.1139,74.58
20161004_104124,89,UCI487_laboratory,978,0.0,0.0,0.0,63.1,22.54,0.23210633946830267,227,751,0.0902,32.1377,0.1194,73.9623
20161004_104124,90,UCI487_laboratory,970,4.44,4.44,4.44,43.08,22.58,0.2288659793814433,222,748,0.08915000000000001,18.9799,0.1092,62.0148
20161004_104124,91,UCI487_laboratory,978,0.0,0.0,0.0,54.77,22.7,0.2310838445807771,226,752,0.0889,16.7454,0.119,73.9623
20161004_104124,92,UCI487_laboratory,971,20.0,20.0,20.0,34.18,22.7031,0.23377960865087538,227,744,0.09,9.4719,0.1003,19.1156
20161004_104124,93,UCI487_laboratory,973,20.0,20.0,20.0,20.65,22.767,0.22918807810894143,223,750,0.0906,18.61035,0.1005,19.4818
20161004_104124,94,UCI487_laboratory,982,20.0,20.0,20.0,22.86,22.94,0.23217922606924643,228,754,0.09204999999999999,37.8193,0.1007,19.5548
20161004_104124,95,UCI487_laboratory,973,17.78,17.78,17.78,22.91,23.58,0.23227132579650564,226,747,0.09295,52.2091,0.1015,23.253
20161004_104124,96,UCI487_laboratory,975,17.78,17.78,17.78,48.93,24.26,0.23076923076923078,225,750,0.091,36.5323,0.1016,24.0441
20161004_104124,97,UCI487_laboratory,971,13.33,13.33,13.33,65.89,24.74,0.23274974253347064,226,745,0.08979999999999999,12.0441,0.1021,30.9222
20161004_104124,98,UCI487_laboratory,973,17.78,17.78,17.78,58.5896,24.94,0.23227132579650564,226,747,0.0888,4.3496,0.1003,23.9762
20161004_104124,99,UCI487_laboratory,976,2.22,2.22,2.22,63.08,25.34,0.23258196721311475,227,749,0.088,4.0486,0.1106,57.5888
20161005_140846,0,UCI487_laboratory,973,20.0,15.56,20.0,39.33,26.54,0.23227132579650564,226,747,0.08855,2.6844,0.09784999999999999,16.9631
20161005_140846,1,UCI487_laboratory,977,15.56,15.56,20.0,37.21,26.58,0.2323439099283521,227,750,0.0892,4.593999999999999,0.0989,23.1766
20161005_140846,2,UCI487_laboratory,976,20.0,4.44,20.0,57.86,26.7,0.23258196721311475,227,749,0.0886,3.7298,0.098,19.3553
20161005_140846,3,UCI487_laboratory,977,4.44,4.44,15.56,30.75,26.3,0.2323439099283521,227,750,0.0886,6.42545,0.1055,48.8133
20161005_140846,4,UCI487_laboratory,980,15.56,6.67,15.56,50.65,25.74,0.2336734693877551,229,751,0.0891,6.5712,0.0996,25.3028
20161005_140846,5,UCI487_laboratory,974,6.67,2.22,6.67,29.57,25.22,0.23305954825462014,227,747,0.0896,11.6084,0.1045,46.2986
20161005_140846,6,UCI487_laboratory,976,2.22,2.22,11.11,49.02,24.94,0.23258196721311475,227,749,0.0892,15.5764,0.11,59.2824
20161005_140846,7,UCI487_laboratory,971,11.11,2.22,11.11,60.05,24.78,0.23171987641606592,225,746,0.0893,7.7943999999999996,0.1022,37.0203
20161005_140846,8,UCI487_laboratory,980,2.22,2.22,13.33,62.97,24.62805,0.2336734693877551,229,751,0.0883,5.7934,0.1102,55.22
20161005_140846,9,UCI487_laboratory,972,13.33,4.44,13.33,53.58,24.9375,0.23148148148148148,225,747,0.0887,3.0227,0.1006,29.4232
20161005_140846,10,UCI487_laboratory,971,4.44,4.44,6.67,26.32,25.34,0.23274974253347064,226,745,0.0888,4.9774,0.1065,51.9752
20161005_140846,11,UCI487_laboratory,977,6.67,0.0,6.67,54.21,25.78,0.23541453428863868,230,747,0.0888,6.1974,0.104,42.5736
20161005_140846,12,UCI487_laboratory,971,0.0,0.0,15.56,52.73,26.02,0.23377960865087538,227,744,0.088,5.1415500000000005,0.1139,62.5385
20161005_140846,13,UCI487_laboratory,974,15.56,8.89,15.56,47.62,26.02,0.23305954825462014,227,747,0.0887,3.0974,0.0993,23.7481
20161005_140846,14,UCI487_laboratory,980,8.89,8.89,15.56,38.21,25.98,0.23469387755102042,230,750,0.08885000000000001,4.60105,0.1021,36.43215
20161005_140846,15,UCI487_laboratory,981,15.56,13.33,15.56,48.65,26.06,0.2324159021406728,228,753,0.089,4.4693,0.0993,24.0441
20161005_140846,16,UCI487_laboratory,984,13.33,13.33,15.56,32.89,26.14,0.2347560975609756,231,753,0.0892,5.8806,0.1001,27.5542
20161005_140846,17,UCI487_laboratory,973,15.56,8.89,15.56,58.3,26.34,0.23329907502569372,227,746,0.0893,5.3065999999999995,0.0996,26.156
20161005_140846,18,UCI487_laboratory,972,8.89,8.89,11.11,32.37,26.34,0.2345679012345679,228,744,0.08885000000000001,6.23035,0.1022,38.2881
20161005_140846,19,UCI487_laboratory,977,11.11,0.0,11.11,48.7,26.42,0.23336745138178097,228,749,0.0889,6.7792,0.101,32.4548
20161005_140846,20,UCI487_laboratory,971,0.0,0.0,15.56,52.28,26.46,0.23274974253347064,226,745,0.0882,6.5839,0.1135,63.9786
20161005_140846,21,UCI487_laboratory,975,15.56,15.56,17.78,41.96,26.46,0.23282051282051283,227,748,0.0891,3.8804,0.0993,23.6818
20161005_140846,22,UCI487_laboratory,971,17.78,11.11,17.78,48.19,26.46,0.23274974253347064,226,745,0.089,3.8361,0.0987,21.1864
20161005_140846,23,UCI487_laboratory,977,11.11,0.0,11.11,67.17,26.54,0.23439099283520984,229,748,0.0883,3.16025,0.1005,29.4232
20161005_140846,24,UCI487_laboratory,971,0.0,0.0,11.11,54.81,26.46,0.23274974253347064,226,745,0.088,2.821,0.1129,58.8889
20161005_140846,25,UCI487_laboratory,971,11.11,11.11,13.33,58.32,26.46,0.23377960865087538,227,744,0.0884,1.99145,0.1008,31.4172
20161005_140846,26,UCI487_laboratory,972,13.33,13.33,15.56,27.49,26.38,0.2345679012345679,228,744,0.0885,2.4302,0.1,27.7504
20161005_140846,27,UCI487_laboratory,979,15.56,15.56,17.78,42.99,26.38,0.23289070480081717,228,751,0.0888,3.8385,0.099,23.459
20161005_140846,28,UCI487_laboratory,974,17.78,2.22,17.78,66.18,26.42,0.2351129363449692,229,745,0.0888,2.6904,0.0981,19.4545
20161005_140846,29,UCI487_laboratory,971,2.22,2.22,2.22,38.25,26.34,0.23377960865087538,227,744,0.0883,3.6547,0.1081,54.4724
20161005_140846,30,UCI487_laboratory,975,2.22,2.22,8.89,49.2,26.34,0.23282051282051283,227,748,0.0883,4.47335,0.1082,52.3446
20161005_140846,31,UCI487_laboratory,982,8.89,8.89,8.89,35.05,26.3,0.23319755600814665,229,753,0.0889,4.7866,0.1022,36.0099
20161005_140846,32,UCI487_laboratory,971,8.89,0.0,8.89,65.69,26.38,0.23274974253347064,226,745,0.0884,4.146,0.1016,34.0087
20161005_140846,33,UCI487_laboratory,978,0.0,0.0,8.8544,27.48,26.26,0.2331288343558282,228,750,0.0882,5.152200000000001,0.114,62.0148
20161005_140846,34,UCI487_laboratory,971,17.78,11.2968,17.78,29.66,26.22,0.23480947476828012,228,743,0.08979999999999999,7.614,0.0989,21.2507
20161005_140846,35,UCI487_laboratory,980,4.44,4.44,8.8555,43.5,26.26,0.23265306122448978,228,752,0.08925,14.23605,0.1057,48.5445
20161005_140846,36,UCI487_laboratory,971,11.11,11.11,11.11,50.22,26.26,0.23377960865087538,227,744,0.0895,8.44055,0.1015,33.929050000000004
20161005_140846,37,UCI487_laboratory,980,11.11,11.11,15.0987,23.08,26.18,0.2316326530612245,227,753,0.0893,11.2009,0.1017,33.4318
20161005_140846,38,UCI487_laboratory,974,17.78,9.2958,17.78,63.23,26.26,0.23408624229979466,228,746,0.0897,7.2538,0.0988,20.5639
20161005_140846,39,UCI487_laboratory,972,4.44,4.44,9.4095,54.78,26.22,0.23353909465020575,227,745,0.0888,5.0455,0.106,49.415
20161005_140846,40,UCI487_laboratory,970,13.33,13.33,15.6574,59.28,26.22,0.23402061855670103,227,743,0.0886,2.9408,0.1006,29.7485
20161005_140846,41,UCI487_laboratory,977,17.78,12.6774,17.78,26.38,26.14,0.23132036847492324,226,751,0.08885000000000001,2.9545,0.09905,21.3045
20161005_140846,42,UCI487_laboratory,975,11.11,4.2558,11.11,20.1467,26.1,0.2317948717948718,226,749,0.0897,12.2135,0.1015,34.4405
20161005_140846,43,UCI487_laboratory,973,2.22,2.22,10.8525,16.38,26.1,0.2343268242548818,228,745,0.0913,44.2356,0.1102,65.0072
20161005_140846,44,UCI487_laboratory,976,13.33,5.0864,13.33,30.73,26.14,0.2336065573770492,228,748,0.0921,46.8426,0.1015,30.2074
20161005_140846,45,UCI487_laboratory,977,2.22,2.22,2.22,41.3937,26.14,0.23541453428863868,230,747,0.0909,37.4893,0.1112,64.5356
20161005_140846,46,UCI487_laboratory,978,15.56,15.56,15.56,18.62,26.06,0.2361963190184049,231,747,0.0914,34.1983,0.1016,25.7303
20161005_140846,47,UCI487_laboratory,977,11.11,11.11,11.11,49.69,26.14,0.2323439099283521,227,750,0.0904,29.2592,0.1037,37.922
20161005_140846,48,UCI487_laboratory,905,20.0,20.0,20.0,55.78,26.14,0.23204419889502761,210,695,0.08979999999999999,7.8589,0.1002,20.0232
20161005_140846,49,UCI487_laboratory,975,20.0,20.0,20.0,41.92,26.1,0.23384615384615384,228,747,0.08940000000000001,5.1355,0.09955,17.7661
20161005_140846,50,UCI487_laboratory,975,2.22,2.22,2.22,51.73,26.14,0.23384615384615384,228,747,0.0884,7.8244,0.1106,60.6597
20161005_140846,51,UCI487_laboratory,974,20.0,20.0,20.0,44.53,26.14,0.23100616016427106,225,749,0.0892,3.7796,0.0991,18.1953
20161005_140846,52,UCI487_laboratory,978,6.67,6.67,6.67,47.11,26.1,0.23517382413087934,230,748,0.08885000000000001,6.1741,0.1047,44.9727
20161005_140846,53,UCI487_laboratory,984,17.78,17.78,17.78,67.11,26.18,0.23373983739837398,230,754,0.08885000000000001,2.8028,0.099,20.3443
20161005_140846,54,UCI487_laboratory,973,17.78,17.78,17.78,44.53,26.1,0.23227132579650564,226,747,0.089,2.2157,0.09905,21.1864
20161005_140846,55,UCI487_laboratory,970,0.0,0.0,0.0,68.08035,26.18,0.23505154639175257,228,742,0.08785000000000001,3.09695,0.1133,58.0412
20161005_140846,56,UCI487_laboratory,973,13.33,13.33,13.33,71.9,26.18,0.2312435765673176,225,748,0.0883,1.50765,0.0996,25.6375
20161005_140846,57,UCI487_laboratory,977,6.67,6.67,6.67,56.27,26.1,0.23132036847492324,226,751,0.0882,1.5951,0.1033,38.6611
20161005_140846,58,UCI487_laboratory,975,20.0,20.0,20.0,50.7,26.06,0.23282051282051283,227,748,0.0882,1.21115,0.0978,17.9743
20161005_140846,59,UCI487_laboratory,971,0.0,0.0,0.0,60.25,26.1,0.23274974253347064,226,745,0.0875,1.9207,0.112,55.988
20161005_140846,60,UCI487_laboratory,974,8.89,8.89,8.89,28.55,25.98,0.23408624229979466,228,746,0.0884,1.96945,0.102,36.1896
20161005_140846,61,UCI487_laboratory,978,4.44,4.44,4.44,32.88,26.02,0.23517382413087934,230,748,0.08875,4.29315,0.1051,46.2986
20161005_140846,62,UCI487_laboratory,978,13.33,13.33,13.33,58.76,26.1,0.23415132924335377,229,749,0.0889,3.9119,0.1001,28.3556
20161005_140846,63,UCI487_laboratory,976,2.22,2.22,2.22,25.82,26.02,0.23258196721311475,227,749,0.0883,6.4037,0.1086,55.988
20161005_140846,64,UCI487_laboratory,983,20.0,20.0,20.0,45.55,26.0448,0.23296032553407936,229,754,0.0891,5.7935,0.098,18.1953
20161005_140846,65,UCI487_laboratory,975,6.67,6.67,6.67,59.26,26.06,0.23384615384615384,228,747,0.0889,5.971,0.10364999999999999,41.6828
20161005_140846,66,UCI487_laboratory,977,15.56,15.56,15.56,61.73,26.1,0.2323439099283521,227,750,0.0886,2.72075,0.0995,25.6375
20161005_140846,67,UCI487_laboratory,976,4.44,4.44,4.44,27.46,25.98,0.2336065573770492,228,748,0.0884,4.1258,0.1057,48.8133
20161005_140846,68,UCI487_laboratory,978,0.0,0.0,0.0,51.72,26.06,0.23517382413087934,230,748,0.0883,6.602449999999999,0.1134,59.7614
20161005_140846,69,UCI487_laboratory,971,8.89,8.89,8.89,44.51,25.94,0.23171987641606592,225,746,0.0886,5.041449999999999,0.1021,37.21
20161005_140846,70,UCI487_laboratory,972,6.67,6.67,6.67,60.2,25.78,0.23148148148148148,225,747,0.0886,4.546,0.104,42.3679
20161005_140846,71,UCI487_laboratory,971,6.67,6.67,6.67,48.59,25.58,0.23274974253347064,226,745,0.0887,3.7496,0.1037,42.5736
20161005_140846,72,UCI487_laboratory,983,4.44,4.44,4.44,32.83,25.42,0.23397761953204477,230,753,0.0888,5.6582,0.1061,48.2257
20161005_140846,73,UCI487_laboratory,982,8.89,8.89,8.89,51.63,25.42,0.23217922606924643,228,754,0.08954999999999999,6.5868,0.1027,37.3695
20161005_140846,74,UCI487_laboratory,973,0.0,0.0,0.0,66.43,25.06,0.23227132579650564,226,747,0.08795,5.3463,0.1138,59.7614
20161005_140846,75,UCI487_laboratory,979,4.44,4.44,4.44,38.07,24.5492,0.23186925434116445,227,752,0.0891,4.799799999999999,0.1063,49.7495
20161005_140846,76,UCI487_laboratory,980,8.89,8.89,8.89,49.44,24.3,0.2336734693877551,229,751,0.0891,5.567,0.1031,38.833
20161005_140846,77,UCI487_laboratory,982,11.11,11.11,11.11,33.24,24.02,0.23217922606924643,228,754,0.08925,7.2198,0.10189999999999999,34.3044
20161005_140846,78,UCI487_laboratory,973,6.67,6.67,6.67,35.89,23.9,0.23227132579650564,226,747,0.0895,14.879,0.1047,47.3955
20161005_140846,79,UCI487_laboratory,975,4.44,4.44,4.44,30.53,23.74,0.23487179487179488,229,746,0.0901,25.23545,0.1073,56.4158
20161005_140846,80,UCI487_laboratory,974,11.11,11.11,11.11,63.7885,23.7,0.2351129363449692,229,745,0.09,16.0763,0.1021,35.3657
20161005_140846,81,UCI487_laboratory,975,6.67,6.67,6.67,49.37,23.62,0.23384615384615384,228,747,0.08925,10.2582,0.1052,48.2257
20161005_140846,82,UCI487_laboratory,980,8.89,8.89,8.89,30.52,23.62,0.23469387755102042,230,750,0.0896,12.3415,0.104,42.3679
20161005_140846,83,UCI487_laboratory,977,13.33,13.33,13.33,27.8498,23.98,0.23336745138178097,228,749,0.09045,20.6468,0.1016,31.8103
20161005_140846,84,UCI487_laboratory,981,13.33,13.33,13.33,40.16,24.46,0.23037716615698267,226,755,0.09029999999999999,23.3204,0.1013,30.5716
20161005_140846,85,UCI487_laboratory,971,15.56,15.56,15.56,38.1,24.82,0.23274974253347064,226,745,0.09025,18.5028,0.1005,26.7955
20161005_140846,86,UCI487_laboratory,973,8.89,8.89,8.89,31.18,25.14,0.2343268242548818,228,745,0.09029999999999999,25.6208,0.1037,43.0331
20161005_140846,87,UCI487_laboratory,983,6.67,6.67,6.67,45.48,25.42,0.23296032553407936,229,754,0.0897,22.3186,0.1052,47.0913
20161005_140846,88,UCI487_laboratory,977,2.22,2.22,2.22,27.43,25.58,0.23439099283520984,229,748,0.0892,26.2618,0.1115,65.0072
20161005_140846,89,UCI487_laboratory,975,0.0,0.0,0.0,65.11,25.82,0.23282051282051283,227,748,0.0891,14.87925,0.1162,66.0689
20161005_140846,90,UCI487_laboratory,983,4.44,4.44,4.44,44.5,25.86,0.23499491353001017,231,752,0.0889,7.167999999999999,0.1071,50.6634
20161005_140846,91,UCI487_laboratory,977,0.0,0.0,0.0,56.25,25.98,0.23439099283520984,229,748,0.088,6.2036999999999995,0.1157,63.5216
20161005_140846,92,UCI487_laboratory,970,20.0,20.0,20.0,33.95,25.98,0.2329896907216495,226,744,0.0889,3.6595500000000003,0.0989,18.1714
20161005_140846,93,UCI487_laboratory,981,20.0,20.0,20.0,20.85,26.02,0.2344546381243629,230,751,0.08954999999999999,9.6496,0.099,18.1079
20161005_140846,94,UCI487_laboratory,971,20.0,20.0,20.0,21.96,26.0411,0.23274974253347064,226,745,0.0907,26.9345,0.0992,18.5035
20161005_140846,95,UCI487_laboratory,978,17.78,17.78,17.78,21.96,25.98,0.23210633946830267,227,751,0.0923,45.1578,0.1005,21.6108
20161005_140846,96,UCI487_laboratory,976,17.78,17.78,17.78,47.62,26.02,0.2336065573770492,228,748,0.09029999999999999,28.914,0.1009,23.0379
20161005_140846,97,UCI487_laboratory,976,13.33,13.33,13.33,64.66005,26.0574,0.23155737704918034,226,750,0.089,8.36845,0.1015,29.2035
20161005_140846,98,UCI487_laboratory,979,17.78,17.78,17.78,56.76,26.02,0.23289070480081717,228,751,0.0887,3.3303,0.0999,22.9007
20161005_140846,99,UCI487_laboratory,975,2.22,2.22,2.22,60.73,26.02,0.23282051282051283,227,748,0.088,3.4503,0.11,56.4158
20161006_182224,0,UCI487_laboratory,982,20.0,15.56,20.0,39.29,26.18,0.21792260692464357,214,768,0.08925,3.64755,0.098,17.3558
20161006_182224,1,UCI487_laboratory,976,15.56,15.56,20.0,37.17,26.18,0.21721311475409835,212,764,0.0895,6.43445,0.0991,23.9762
20161006_182224,2,UCI487_laboratory,983,20.0,4.44,20.0,56.78,26.18,0.21770091556459817,214,769,0.08915000000000001,5.0653,0.0982,19.8616
20161006_182224,3,UCI487_laboratory,976,4.44,4.44,15.56,31.27,26.06,0.21721311475409835,212,764,0.0892,8.6114,0.1056,49.8905
20161006_182224,4,UCI487_laboratory,974,15.56,6.67,15.56,50.7,26.06,0.21560574948665298,210,764,0.0889,7.21045,0.0996,25.8081
20161006_182224,5,UCI487_laboratory,979,6.67,2.22,6.67,29.64,25.98,0.21961184882533197,215,764,0.0897,12.254249999999999,0.1042,44.7437
20161006_182224,6,UCI487_laboratory,983,2.22,2.22,11.11,49.15,25.94,0.21566632756866735,212,771,0.0892,15.1362,0.1093,55.988
20161006_182224,7,UCI487_laboratory,972,11.11,2.22,11.11,59.73,25.9,0.21604938271604937,210,762,0.0887,6.82275,0.10175000000000001,35.3657
20161006_182224,8,UCI487_laboratory,977,2.22,2.22,13.33,62.19,25.9,0.21494370522006143,210,767,0.0884,4.8014,0.1093,53.7445
20161006_182224,9,UCI487_laboratory,978,13.33,4.44,13.33,51.69,25.781,0.2167689161554192,212,766,0.08875,2.88905,0.1004,28.0407
20161006_182224,10,UCI487_laboratory,974,4.44,4.44,6.67,26.34,25.66,0.21457905544147843,209,765,0.0884,5.7529,0.1062,51.311
20161006_182224,11,UCI487_laboratory,979,6.67,0.0,6.67,52.68,25.66,0.21654749744637386,212,767,0.08885000000000001,7.8589,0.1041,43.5025
20161006_182224,12,UCI487_laboratory,974,0.0,0.0,15.56,51.65,25.58,0.21868583162217659,213,761,0.088,7.1426,0.1143,63.5216
20161006_182224,13,UCI487_laboratory,979,15.56,8.89,15.56,47.56,25.54,0.21654749744637386,212,767,0.0888,4.4395,0.0996,24.744
20161006_182224,14,UCI487_laboratory,973,8.89,8.89,15.56,38.17,25.54,0.21788283658787255,212,761,0.089,6.9912,0.1025,39.0413
20161006_182224,15,UCI487_laboratory,979,15.56,13.33,15.56,49.1,25.54,0.21654749744637386,212,767,0.089,6.186,0.0996,25.3028
20161006_182224,16,UCI487_laboratory,971,13.33,13.33,15.56,32.83,25.4691,0.21524201853759012,209,762,0.0892,8.446349999999999,0.1006,30.1019
20161006_182224,17,UCI487_laboratory,972,15.56,8.89,15.56,58.67,25.5,0.21707818930041153,211,761,0.0895,7.6558,0.1,27.8405
20161006_182224,18,UCI487_laboratory,977,8.89,8.89,11.11,32.83,25.46,0.21699078812691913,212,765,0.08910000000000001,8.8401,0.1028,40.0063
20161006_182224,19,UCI487_laboratory,972,11.11,0.0,11.11,49.09,25.5,0.21502057613168724,209,763,0.0896,9.7137,0.1015,35.052
20161006_182224,20,UCI487_laboratory,975,0.0,0.0,15.56,52.66,25.5031,0.2153846153846154,210,765,0.0883,9.161,0.11445,63.9786
20161006_182224,21,UCI487_laboratory,972,15.56,15.56,17.78,42.37,25.5,0.21707818930041153,211,761,0.0891,5.6778,0.0997,25.4691
20161006_182224,22,UCI487_laboratory,971,17.78,11.11,17.78,48.58,25.5,0.21627188465499486,210,761,0.0893,5.5523,0.0991,22.6311
20161006_182224,23,UCI487_laboratory,971,11.11,0.0,11.11,68.304,25.54,0.21627188465499486,210,761,0.08865,4.2811,0.1009,32.0699
20161006_182224,24,UCI487_laboratory,982,0.0,0.0,11.11,55.68,25.5,0.2158859470468432,212,770,0.0882,3.9644,0.1138,58.4235
20161006_182224,25,UCI487_laboratory,971,11.11,11.11,13.33,59.66,25.5,0.21524201853759012,209,762,0.0887,2.74115,0.1013,33.6396
20161006_182224,26,UCI487_laboratory,982,13.33,13.33,15.56,28.5,25.42,0.21690427698574338,213,769,0.0891,3.0826,0.1005,28.2437
20161006_182224,27,UCI487_laboratory,972,15.56,15.56,17.78,43.93,25.42,0.21810699588477367,212,760,0.08915000000000001,5.1377,0.0993,25.2279
20161006_182224,28,UCI487_laboratory,972,17.78,2.22,17.78,67.47,25.5,0.2139917695473251,208,764,0.08885000000000001,3.49305,0.0983,20.9019
20161006_182224,29,UCI487_laboratory,972,2.22,2.22,2.22,39.21,25.42,0.21707818930041153,211,761,0.0883,4.7833,0.1086,56.4158
20161006_182224,30,UCI487_laboratory,981,2.22,2.22,8.89,50.11,25.46,0.2161060142711519,212,769,0.0882,5.6,0.1087,53.3555
20161006_182224,31,UCI487_laboratory,973,8.89,8.89,8.89,35.5,25.42,0.2158273381294964,210,763,0.089,6.1244,0.1025,39.0413
20161006_182224,32,UCI487_laboratory,974,8.89,4.0449,8.89,66.52,25.534750000000003,0.21765913757700206,212,762,0.08915000000000001,5.635400000000001,0.102,35.8615
20161006_182224,33,UCI487_laboratory,971,0.0,0.0,11.8237,28.5,25.42,0.21524201853759012,209,762,0.0883,6.69355,0.1144,67.7787
20161006_182224,34,UCI487_laboratory,972,17.78,8.9356,17.78,30.68,25.46,0.21810699588477367,212,760,0.08979999999999999,9.37605,0.0991,22.1794
20161006_182224,35,UCI487_laboratory,972,4.44,4.44,9.2424,44.45,25.5,0.21604938271604937,210,762,0.0895,16.730449999999998,0.1059,51.9752
20161006_182224,36,UCI487_laboratory,974,11.11,11.11,11.11,51.14,25.5,0.21560574948665298,210,764,0.0896,10.3869,0.1016,34.7436
20161006_182224,37,UCI487_laboratory,973,11.11,11.11,15.3921,23.58,25.46,0.21788283658787255,212,761,0.09004999999999999,13.959,0.1018,35.5392
20161006_182224,38,UCI487_laboratory,979,17.78,10.2029,17.78,63.61,25.58,0.21654749744637386,212,767,0.0895,9.2299,0.099,21.2507
20161006_182224,39,UCI487_laboratory,971,4.44,4.44,10.1118,55.19,25.58,0.21421215242018538,208,763,0.0889,6.8875,0.1062,51.311
20161006_182224,40,UCI487_laboratory,974,13.33,13.33,15.9466,59.68,25.62,0.2166324435318275,211,763,0.0888,3.8883,0.1007,30.6803
20161006_182224,41,UCI487_laboratory,975,17.78,13.111,17.78,27.42,25.5,0.2194871794871795,214,761,0.0895,4.0015,0.0993,22.1097
20161006_182224,42,UCI487_laboratory,975,11.11,6.3894,11.11,20.82,25.5,0.2153846153846154,210,765,0.0899,14.6349,0.1017,35.3657
20161006_182224,43,UCI487_laboratory,973,2.22,2.22,9.4082,17.47,25.5,0.2147995889003083,209,764,0.0918,46.72825,0.1105,65.5821
20161006_182224,44,UCI487_laboratory,978,13.33,8.0972,13.33,31.22,25.54,0.2167689161554192,212,766,0.09190000000000001,49.2563,0.1016,30.5716
20161006_182224,45,UCI487_laboratory,971,2.22,2.22,2.22,41.33,25.58,0.21833161688980432,212,759,0.0912,42.2707,0.1115,67.7787
20161006_182224,46,UCI487_laboratory,973,15.56,15.56,15.56,18.59,25.5,0.21685508735868447,211,762,0.0912,39.6573,0.1016,26.6951
20161006_182224,47,UCI487_laboratory,972,11.11,11.11,11.11,50.13,25.58,0.21810699588477367,212,760,0.09054999999999999,34.69025,0.1038,39.2166
20161006_182224,48,UCI487_laboratory,978,20.0,20.0,20.0,55.2,25.62,0.2147239263803681,210,768,0.08985,10.7349,0.1003,20.8396
20161006_182224,49,UCI487_laboratory,979,20.0,20.0,20.0,41.33,25.58,0.21654749744637386,212,767,0.08979999999999999,7.1134,0.09964999999999999,18.2353
20161006_182224,50,UCI487_laboratory,972,2.22,2.22,2.22,50.64,25.58,0.2139917695473251,208,764,0.0888,10.9439,0.111,63.9786
20161006_182224,51,UCI487_laboratory,975,20.0,20.0,20.0,43.42,25.58,0.2164102564102564,211,764,0.0896,5.7112,0.0993,18.8731
20161006_182224,52,UCI487_laboratory,970,6.67,6.67,6.67,46.53,25.58,0.2154639175257732,209,761,0.0889,8.6927,0.1051,48.5445
